Date,Weighted_bitcoin_price,Volume,Address,Mining_Difficulty,Weighted_litecoin_price,Oil_price,usdEuro,Num_Wiki_view,Num_tweets
20/3/17,1047.8,273458.66,651290,4.76E+11,3.98,48.22,1.0739,17922,30480
21/3/17,1088.42,309982.3671,693278,4.76E+11,4.02,47.34,1.0811,16453,29659
22/3/17,1076.16,353888.8195,745066,4.76E+11,3.96,48.04,1.0797,14885,32507
23/3/17,1043.9,238087.9395,678638,4.76E+11,3.96,47.7,1.0783,14546,39969
24/3/17,987.7,497152.9979,703673,4.76E+11,4.03,47.97,1.0798,13225,30279
25/3/17,947.2,460096.0811,616232,4.76E+11,4.06,47.97,1.0798,11334,29728
26/3/17,975.72,311224.5316,588054,4.76E+11,4.06,47.73,1.0864,12736,23985
27/3/17,1009.05,369193.8041,600367,4.76E+11,4.08,47.73,1.0864,13370,25216
28/3/17,1046.03,311971.932,735755,4.76E+11,4.12,48.37,1.0814,13970,26462
29/3/17,1039.27,287180.4093,683505,4.76E+11,4.16,49.51,1.0766,13533,24593
30/3/17,1034.49,341200.9705,694171,5.00E+11,5.59,50.35,1.0674,13812,25723
31/3/17,1050,425987.6267,630967,5.00E+11,6.65,50.6,1.0652,12980,24542
1/4/17,1076.26,269111.5381,639653,5.00E+11,6.7,53.26,1.0652,11815,21680
2/4/17,1091.46,471100.1851,652269,5.00E+11,7.3,53.26,1.067,11420,21011
3/4/17,1125.36,515785.1994,736053,5.00E+11,7.92,51.03,1.067,14614,25315
4/4/17,1138.93,383087.6489,635711,5.00E+11,8.22,51.03,1.0674,14537,26979
5/4/17,1126.91,368071.9845,745792,5.00E+11,9.68,45.52,1.0663,13465,28967
6/4/17,1155.67,442359.8571,701254,5.00E+11,10.62,45.52,1.0644,13169,28251
7/4/17,1176.45,269473.4294,718080,5.00E+11,9.83,47.08,1.0591,13208,29445
8/4/17,1174.04,178283.5338,600050,5.00E+11,9.74,49.58,1.0591,11200,23272
9/4/17,1183.38,204788.832,656647,5.00E+11,9.26,47.37,1.0596,10873,22661
10/4/17,1185.95,182033.8193,690857,5.00E+11,8.76,49.98,1.0596,13166,26562
11/4/17,1197,180603.1746,753921,5.00E+11,8.93,49.98,1.0605,16999,28441
12/4/17,1202.27,240130.766,689626,5.00E+11,9.88,57.47,1.0665,13871,29250
13/4/17,1183.16,297482.1596,611531,5.21E+11,10.4,53.18,1.0613,13786,27278
14/4/17,1172.12,217406.9276,703291,5.21E+11,10.18,53.18,1.0618,12174,25953
15/4/17,1173.2,173507.5077,687253,5.21E+11,10.58,53.18,1.0618,10065,22135
16/4/17,1178.84,155433.3141,592441,5.21E+11,10.76,52.65,1.0643,11044,23562
17/4/17,1186.18,213463.3867,604963,5.21E+11,10.65,52.65,1.0643,18666,28015
18/4/17,1204.2,224650.3903,709072,5.21E+11,10.41,52.41,1.073,22995,28770
19/4/17,1210.75,237919.4648,723144,5.21E+11,9.98,50.44,1.0711,15773,26629
20/4/17,1222.34,257790.7947,688123,5.21E+11,10.05,50.27,1.0717,14703,29974
21/4/17,1225.74,222043.0173,791946,5.21E+11,10.8,49.62,1.0728,14230,28206
22/4/17,1224.61,203591.3474,686367,5.21E+11,12.1,49.62,1.0728,11143,27203
23/4/17,1218.82,212460.4191,644281,5.21E+11,13.59,49.23,1.0868,12071,25203
24/4/17,1230.09,191698.1684,608289,5.21E+11,14.31,49.23,1.0868,16047,29644
25/4/17,1258.37,192754.1184,738873,5.21E+11,14.97,49.56,1.0926,16503,33008
26/4/17,1276.96,258137.3011,768513,5.21E+11,15.1,49.62,1.0904,14681,29463
27/4/17,1300.15,345496.2827,723992,5.22E+11,14.48,48.97,1.0873,14889,32051
28/4/17,1314.47,401294.0516,727287,5.22E+11,14.44,49.33,1.0895,13791,28213
29/4/17,1320.51,320108.1279,828936,5.22E+11,15.07,49.33,1.0895,11038,25838
30/4/17,1333.15,309878.8643,724937,5.22E+11,15.74,53.76,1.0899,16195,27459
1/5/17,1388.13,514090.1789,707250,5.22E+11,15.72,53.76,1.0899,14544,34936
2/5/17,1440.86,331286.8592,787411,5.22E+11,15.8,53.76,1.093,17143,35501
3/5/17,1471.03,396862.0409,690007,5.22E+11,18.6,51.15,1.0886,17277,31179
4/5/17,1532,609366.1828,851802,5.22E+11,22.74,51.15,1.0985,19238,34255
5/5/17,1561.16,605982.7103,663371,5.22E+11,25.25,46.22,1.0998,16900,29857
6/5/17,1564.23,372406.8609,872106,5.22E+11,27.18,47.4,1.0998,17793,25032
7/5/17,1583.17,682194.554,787633,5.22E+11,29.52,45.13,1.0924,17777,26713
8/5/17,1660.14,807353.5967,889537,5.22E+11,29.35,45.13,1.0924,19666,29244
9/5/17,1757.26,664625.6103,794529,5.22E+11,30.2,48.66,1.0874,23935,44121
10/5/17,1762.8,519470.7329,735155,5.60E+11,33.45,50.79,1.0868,24385,40934
11/5/17,1814.55,440599.5889,703578,5.60E+11,31.08,50.79,1.0861,25185,35505
12/5/17,1780.04,416273.7916,745640,5.60E+11,29.36,57.62,1.0931,39626,35985
13/5/17,1748.02,331595.1808,793153,5.60E+11,27.64,57.62,1.0931,47817,33174
14/5/17,1804.45,242287.6777,893649,5.60E+11,29.06,48.85,1.0975,43113,40474
15/5/17,1767.05,413983.2059,825608,5.60E+11,27.1,48.85,1.0975,91099,32997
16/5/17,1737.16,552076.3729,655424,5.60E+11,24.2,48.66,1.1083,88685,35688
17/5/17,1772.94,600544.8487,762466,5.60E+11,23.85,49.07,1.1159,59979,33543
18/5/17,1854.74,482181.3429,742312,5.60E+11,26.92,49.35,1.1103,45865,33534
19/5/17,1944.96,595019.9408,807946,5.60E+11,27.8,50.33,1.1206,38662,34239
20/5/17,2032.16,473061.1763,851763,5.60E+11,27.64,50.33,1.1206,33314,32852
21/5/17,2066.2,555541.5584,791586,5.60E+11,27.06,50.73,1.1237,31659,34900
22/5/17,2134.59,909879.664,773303,5.60E+11,25.57,50.73,1.1237,70929,44720
23/5/17,2252.82,612010.703,876753,5.96E+11,28.61,51.47,1.1183,77232,48940
24/5/17,2402.52,718154.258,806743,5.96E+11,33.36,51.36,1.1219,70266,47492
25/5/17,2450.06,982302.4873,842960,5.96E+11,32.36,48.9,1.121,73348,51057
26/5/17,2292.27,769316.0335,818388,5.96E+11,26.99,49.8,1.1183,61597,49914
27/5/17,2087.79,814488.0472,892643,5.96E+11,23.17,49.8,1.1183,41682,39077
28/5/17,2132.82,537851.2805,856639,5.96E+11,24.1,49.99,1.1164,32640,33992
29/5/17,2207.32,450603.0045,766059,5.96E+11,24.62,49.99,1.1164,35534,41046
30/5/17,2214.34,652099.5186,848314,5.96E+11,24.9,49.66,1.1186,35423,41624
31/5/17,2232.56,691954.506,819588,5.96E+11,24.58,48.32,1.1244,34254,47749
1/6/17,2358.23,701025.7829,838148,5.96E+11,27.26,53.99,1.1213,31694,39409
2/6/17,2438.61,540074.0651,726206,5.96E+11,28.87,53.01,1.1279,28056,35997
3/6/17,2503.64,605098.9823,883252,5.96E+11,28.12,53.2,1.1279,25776,30857
4/6/17,2524.51,536785.3564,734744,6.79E+11,27.62,51.7,1.1254,23455,38571
5/6/17,2599.06,526848.1497,767620,6.79E+11,29.5,51.7,1.1254,28797,38632
6/6/17,2811.2,743316.0159,800493,6.79E+11,30.5,48.19,1.1277,35757,51736
7/6/17,2792.87,543423.0566,878586,6.79E+11,29.5,45.52,1.1257,33834,43821
8/6/17,2753.09,465357.1253,820508,6.79E+11,29.2,45.52,1.1214,27396,37910
9/6/17,2832.14,476300.6123,764555,6.79E+11,30.02,49.16,1.1195,26320,38824
10/6/17,2868.35,703850.6403,701424,6.79E+11,30.09,49.29,1.1195,23523,34849
11/6/17,2934.41,597189.8951,667449,6.79E+11,31.86,57.35,1.1203,27303,36404
12/6/17,2782.17,923570.4907,722926,6.79E+11,30.94,55.96,1.1203,35940,42206
13/6/17,2709.34,657429.4847,768135,6.79E+11,30.02,46.46,1.1211,32860,43501
14/6/17,2605.76,651080.6828,744121,6.79E+11,30.58,44.73,1.1218,28795,41045
15/6/17,2427.96,834552.4506,796500,6.79E+11,29.53,44.46,1.1145,29145,45335
16/6/17,2478.3,482262.0409,727787,6.79E+11,32.81,44.74,1.1198,28247,41470
17/6/17,2585.01,593618.5748,665263,7.12E+11,42.33,44.74,1.1198,23079,35393
18/6/17,2595.52,454113.2289,628651,7.12E+11,45.84,44.2,1.1149,22615,33617
19/6/17,2587.63,559137.1502,729519,7.12E+11,48.76,44.2,1.1149,25447,38427
20/6/17,2666.58,695343.8307,741906,7.12E+11,48.71,43.23,1.1134,28562,41414
21/6/17,2707.74,600714.9756,755253,7.12E+11,47.26,42.53,1.1168,32491,40215
22/6/17,2690.64,408059.0373,735737,7.12E+11,47.54,42.74,1.1152,30385,37617
23/6/17,2730.95,352008.9991,710482,7.12E+11,47.7,43.01,1.1194,25673,42760
24/6/17,2672.09,367783.2768,646742,7.12E+11,45.8,43.01,1.1194,24171,42760
25/6/17,2607.76,445248.0412,534993,7.12E+11,44.42,43.38,1.1182,22222,42760
26/6/17,2515.14,661307.1241,704387,7.12E+11,41.77,43.38,1.1182,25687,42760
27/6/17,2479.08,600944.6859,696066,7.12E+11,39.82,44.24,1.1339,35577,42760
28/6/17,2554.05,463526.5371,743276,7.12E+11,41.62,44.74,1.1378,45873,42760
29/6/17,2551.55,372314.4787,621633,7.12E+11,41.77,44.93,1.1441,34271,42760
30/6/17,2514.44,342133.0491,722889,7.12E+11,40.83,46.04,1.1426,26499,42760
1/7/17,2465.41,316342.5085,642954,7.12E+11,39.61,46.04,1.1426,23015,42760
2/7/17,2463,326328.4645,605013,7.12E+11,40.4,52.17,1.1364,24879,42760
3/7/17,2534.52,380392.3425,668469,7.09E+11,44.32,53.14,1.1364,25546,41059
4/7/17,2588.4,380743.3287,714285,7.09E+11,50.97,52.24,1.1346,25454,41059
5/7/17,2591.52,363325.7764,651108,7.09E+11,53.77,52.24,1.1352,26835,41059
6/7/17,2603.77,292636.0593,625934,7.09E+11,51.91,45.72,1.1423,27578,41059
7/7/17,2635.56,348089.9574,737763,7.09E+11,48.61,44.23,1.1401,24291,41059
8/7/17,2538.82,288846.7808,641547,7.09E+11,49.05,49.39,1.1401,21337,41059
9/7/17,2561.03,206110.8226,549467,7.09E+11,51.2,49.09,1.1399,22075,41059
10/7/17,2439.02,455592.8201,771121,7.09E+11,47.94,49.09,1.1399,26029,41059
11/7/17,2358.49,563818.3753,770221,7.09E+11,45.66,57.2,1.1467,27965,41059
12/7/17,2357.62,473956.8073,749635,7.09E+11,46.79,56.69,1.1412,27322,41059
13/7/17,2381.66,350919.1001,680465,7.09E+11,47.37,46.08,1.1398,28320,37788
14/7/17,2285.1,386198.8429,640696,8.05E+11,44.11,46.54,1.147,24585,36999
15/7/17,2112.63,470318.0396,634632,8.05E+11,40.58,46.54,1.147,20377,35882
16/7/17,1955.9,604770.1907,609552,8.05E+11,39.54,46.02,1.1478,20854,35044
17/7/17,2081.04,577480.4905,692430,8.05E+11,41.78,46.02,1.1478,24527,42841
18/7/17,2276.2,664462.7221,811433,8.05E+11,43.43,46.4,1.1554,29243,38869
19/7/17,2313.48,538193.5578,717067,8.05E+11,42.55,47.12,1.1515,31101,40774
20/7/17,2564.52,877068.6257,658031,8.05E+11,43.1,46.79,1.1631,32662,42878
21/7/17,2741.61,543275.6607,749779,8.05E+11,45.7,45.77,1.1663,26503,41888
22/7/17,2749.72,428090.8543,645094,8.05E+11,46.14,45.77,1.1663,23406,36424
23/7/17,2756.16,389251.7125,533040,8.05E+11,45.07,46.34,1.1642,28733,36108
24/7/17,2741,316116.0102,674883,8.05E+11,44.17,46.34,1.1642,28648,44080
25/7/17,2645.76,551860.329,697756,8.05E+11,43.14,47.89,1.1647,26829,44885
26/7/17,2542.19,368738.7772,664407,8.05E+11,41.96,48.75,1.1734,27343,47880
27/7/17,2608.29,302536.9112,681607,8.60E+11,42.12,49.04,1.1677,27907,49367
28/7/17,2766.48,498864.9721,681262,8.60E+11,40.31,49.71,1.1751,24242,46138
29/7/17,2758.76,291343.2064,641806,8.60E+11,40.44,49.71,1.1751,21545,35823
30/7/17,2721.24,259419.594,568497,8.60E+11,40.87,50.17,1.1842,35070,37073
31/7/17,2812.2,306014.8553,706629,8.60E+11,41.59,50.17,1.1842,24947,45510
1/8/17,2799.13,473243.4549,477477,8.60E+11,42.73,50.17,1.1802,53066,52376
2/8/17,2717.23,402965.5259,591933,8.60E+11,42.62,52.34,1.1856,77020,50050
3/8/17,2753.18,292315.4287,596154,8.60E+11,42.59,50.28,1.187,31439,47758
4/8/17,2836.47,353298.2898,665795,8.60E+11,43.22,50.28,1.1773,24554,47503
5/8/17,3078.84,631958.7793,658939,8.60E+11,45.19,46.43,1.1773,26393,48992
6/8/17,3230.11,342102.9055,538559,8.60E+11,46.09,45.64,1.1795,26523,36187
7/8/17,3292.57,450189.3463,683046,8.60E+11,45.64,45.64,1.1795,34664,46630
8/8/17,3405.21,514728.9195,789754,8.60E+11,47.42,49.17,1.1752,41798,53994
9/8/17,3358.32,437409.1808,706721,9.23E+11,48.5,47.48,1.1759,37017,48611
10/8/17,3374.01,449053.2085,733461,9.23E+11,47.39,47.48,1.1772,34824,45181
11/8/17,3519.07,574353.4559,737678,9.23E+11,46.81,56.81,1.1821,32144,49242
12/8/17,3774.74,588011.3301,693260,9.23E+11,46.85,57.36,1.1821,29789,44387
13/8/17,4004.87,788812.1013,705051,9.23E+11,46.19,57.36,1.178,38392,47827
14/8/17,4176.38,589766.7166,689236,9.23E+11,45.89,47.59,1.178,52910,57531
15/8/17,4217.77,772457.969,822011,9.23E+11,44.31,47.55,1.1735,48514,65447
16/8/17,4238.16,536091.1188,688857,9.23E+11,43.79,46.78,1.1767,41717,53779
17/8/17,4361.13,585481.2565,860903,9.23E+11,44.18,47.09,1.1723,38805,71870
18/8/17,4217.62,697481.0628,728856,9.23E+11,45.66,48.51,1.1761,38499,61067
19/8/17,4136.32,719436.6084,713770,9.23E+11,45.85,48.51,1.1761,35335,51709
20/8/17,4135.79,510125.0267,617442,9.23E+11,45.98,47.37,1.1815,36346,58268
21/8/17,4047.49,692006.6787,633972,9.23E+11,47.12,47.37,1.1815,37991,53402
22/8/17,3975.55,946847.5738,529977,9.23E+11,47,47.64,1.1762,41910,59244
23/8/17,4143.68,571911.9005,843676,9.23E+11,50.3,48.41,1.1807,40176,59293
24/8/17,4244.73,480065.8737,548838,9.23E+11,51.62,47.43,1.1799,37747,63067
25/8/17,4366.87,395699.9059,578206,8.88E+11,50.83,47.87,1.1924,35538,58723
26/8/17,4343.31,348031.7969,618641,8.88E+11,51.41,47.87,1.1924,31638,50258
27/8/17,4365.46,352187.391,749676,8.88E+11,57.26,46.57,1.1979,29011,47358
28/8/17,4348.92,450532.557,654533,8.88E+11,62.13,46.57,1.1979,32545,53173
29/8/17,4486.51,554123.3609,795732,8.88E+11,62.53,46.44,1.1972,35649,60452
30/8/17,4558.4,425116.2654,799696,8.88E+11,63.11,45.96,1.1884,37497,57072
31/8/17,4636.11,419517.6663,797085,8.88E+11,67.89,47.23,1.191,40717,58244
1/9/17,4791.08,542483.1011,782822,8.88E+11,78.58,51.96,1.186,37745,67953
2/9/17,4731.12,575369.0255,694986,8.88E+11,82.29,53,1.186,34203,53177
3/9/17,4574.98,422557.042,586966,8.88E+11,78.06,49.28,1.1896,33920,49077
4/9/17,4381.99,681729.0884,752544,8.88E+11,69.98,49.28,1.1896,40423,77422
5/9/17,4257.69,633669.882,784428,8.88E+11,67.01,45.88,1.1914,40049,61290
6/9/17,4491.89,483560.3935,776418,9.23E+11,76.01,45.83,1.1917,39593,57051
7/9/17,4583.85,402417.189,768389,9.23E+11,78.75,45.83,1.2023,39771,51603
8/9/17,4392.52,614883.9646,825480,9.23E+11,72.55,49.56,1.2036,32450,57797
9/9/17,4219.7,328513.8792,627154,9.23E+11,66.69,49.56,1.2036,29221,54796
10/9/17,4137.19,405852.7764,558828,9.23E+11,62.6,49.58,1.1953,29004,52629
11/9/17,4161.2,374250.2278,734974,9.23E+11,64.07,57.17,1.1953,31487,61659
12/9/17,4182.39,445804.9221,710521,9.23E+11,66.14,57.17,1.1967,36669,64321
13/9/17,3984.12,557064.0242,718715,9.23E+11,62.4,49.3,1.1885,51285,73211
14/9/17,3526.2,770322.1644,773640,9.23E+11,51.72,49.89,1.1919,46945,81128
15/9/17,3370.97,1230527.085,833211,9.23E+11,43.14,49.89,1.1945,45844,78373
16/9/17,3639.86,499579.6542,647176,9.23E+11,48.92,49.89,1.1945,35393,64396
17/9/17,3574.9,346625.067,588671,9.23E+11,47.93,49.91,1.1954,33829,52831
18/9/17,3831.65,507147.0474,673775,1.10E+12,52.05,49.91,1.1954,39631,73426
19/9/17,3990.42,391933.6892,786890,1.10E+12,53.86,49.48,1.1994,38494,71751
20/9/17,3927.86,309030.8758,620733,1.10E+12,52.39,50.41,1.1892,34188,59979
21/9/17,3765.64,374831.387,694714,1.10E+12,49.06,50.55,1.1941,31065,61443
22/9/17,3642.63,328012.9884,649021,1.10E+12,47.26,50.66,1.1951,28590,63652
23/9/17,3709.03,250230.9186,568729,1.10E+12,48.48,50.66,1.1951,22355,56876
24/9/17,3735.51,205598.4259,532701,1.10E+12,48.42,52.22,1.1848,23710,55081
25/9/17,3809.87,360697.3592,658174,1.10E+12,49.8,52.22,1.1848,26521,72699
26/9/17,3915.14,266590.7303,728985,1.10E+12,52,51.88,1.1793,26945,61973
27/9/17,4047.12,416809.9785,691464,1.10E+12,54,52.14,1.1745,27887,65959
28/9/17,4190.22,408646.8014,758808,1.10E+12,55.1,51.56,1.1786,26235,70657
29/9/17,4147.15,329636.0112,743932,1.10E+12,52.83,51.67,1.1814,25139,76874
30/9/17,4256.03,283703.3536,628485,1.10E+12,53.9,51.67,1.1814,21560,56280
1/10/17,4354.58,277457.3089,624785,1.10E+12,54.62,50.82,1.1733,23638,58917
2/10/17,4413.2,324419.9329,815069,1.12E+12,53.99,53.86,1.1733,26007,66945
3/10/17,4354.32,295802.7816,785914,1.12E+12,52.73,48.49,1.1744,26996,70772
4/10/17,4277.86,261058.1104,639802,1.12E+12,51.89,53.08,1.1759,29069,76296
5/10/17,4271.24,271998.2918,727434,1.12E+12,51.34,47.33,1.1711,26853,61290
6/10/17,4357.27,245552.8273,819066,1.12E+12,51.97,47.33,1.173,24784,68406
7/10/17,4390.29,206575.8754,670951,1.12E+12,52.28,44.4,1.173,22487,76111
8/10/17,4517.48,290841.3434,689838,1.12E+12,53.1,48.59,1.174,23976,63113
9/10/17,4707.38,418224.1434,800806,1.12E+12,51.28,48.59,1.174,28288,73002
10/10/17,4811.37,331951.184,826210,1.12E+12,50.6,50.92,1.1808,29241,79373
11/10/17,4810.27,254097.9895,780257,1.12E+12,50.78,56.74,1.1859,31418,68320
12/10/17,5136.35,543500.7568,783622,1.12E+12,55.5,56.74,1.183,45338,106779
13/10/17,5597.13,645952.4907,819164,1.12E+12,59.2,51.45,1.182,53804,99372
14/10/17,5726.16,291474.5686,796789,1.12E+12,62.04,51.45,1.182,40825,83670
15/10/17,5711.31,345987.1616,826707,1.20E+12,65.56,51.87,1.1796,37131,93320
16/10/17,5683.4,353321.958,850054,1.20E+12,64.84,51.87,1.1796,41339,77238
17/10/17,5655.04,322114.4409,873937,1.20E+12,61.92,51.88,1.1766,37203,80151
18/10/17,5487.44,437229.3616,818815,1.20E+12,58.96,52.04,1.1787,34385,71392
19/10/17,5641.92,315591.1519,910174,1.20E+12,60.14,51.29,1.1852,34379,85571
20/10/17,5851.72,402348.3612,850258,1.20E+12,60.14,51.47,1.1784,39782,94627
21/10/17,6047.08,364986.06,805473,1.20E+12,58.96,51.47,1.1784,44661,66998
22/10/17,5978.42,340329.0528,981728,1.20E+12,57.54,51.9,1.1749,40331,74513
23/10/17,5936.1,404615.8468,877356,1.20E+12,55.33,51.9,1.1749,46345,86442
24/10/17,5725.46,477813.1308,957976,1.20E+12,55.83,52.47,1.1761,43756,74472
25/10/17,5606.9,350815.9503,919336,1.20E+12,55.78,52.18,1.1813,40927,72426
26/10/17,5837.7,326334.0014,730711,1.45E+12,56.16,52.64,1.1651,39086,67679
27/10/17,5849.46,292356.9095,673653,1.45E+12,55.6,53.9,1.1608,36708,69197
28/10/17,5776.7,243031.4886,555051,1.45E+12,55.19,53.9,1.1608,31082,59449
29/10/17,5972.14,478729.5676,911592,1.45E+12,56,54.15,1.1651,33836,64396
30/10/17,6125.3,289316.4443,889430,1.45E+12,57,54.15,1.1651,42538,73018
31/10/17,6293.54,367262.2988,829238,1.45E+12,56.16,54.38,1.1646,48178,86043
1/11/17,6588.37,435664.6831,960573,1.45E+12,54.46,52.25,1.1619,56103,89885
2/11/17,6995.58,665244.3743,916841,1.45E+12,53.61,52.25,1.1658,74790,92923
3/11/17,7189.88,468694.9012,818583,1.45E+12,55.33,53.4,1.1608,64293,77953
4/11/17,7267.14,341785.0852,800319,1.45E+12,55.64,53.4,1.1608,49914,73373
5/11/17,7440.65,319919.6457,803250,1.45E+12,54.97,47.83,1.161,48027,67196
6/11/17,7219.76,431025.3947,825192,1.45E+12,55.01,47.83,1.161,51778,72577
7/11/17,7110.98,327147.6078,939818,1.45E+12,58.77,45.04,1.1587,51470,64461
8/11/17,7372.88,624206.5603,860914,1.45E+12,62.14,48.82,1.1595,54912,81551
9/11/17,7284.69,442880.8891,945888,1.45E+12,63.83,48.07,1.1642,54591,81241
10/11/17,6885.18,756443.5289,795418,1.45E+12,61.63,51.3,1.1665,53492,80481
11/11/17,6513.4,753627.935,578308,1.36E+12,61.15,51.3,1.1665,44339,68892
12/11/17,6097.4,1469044.164,598625,1.36E+12,60.26,57.99,1.1667,45229,71176
13/11/17,6288.3,996016.3987,917287,1.36E+12,60.55,56.76,1.1667,54732,73373
14/11/17,6605.99,483971.3678,817534,1.36E+12,62.25,55.7,1.1798,50079,71630
