Date,Weighted_bitcoin_price,Volume,bitcoin_sent,Address,generatedCoin,bitcoin_transactions,Mining_Difficulty,mine_a_block_min,Block_size,Weighted_litecoin_price,Volume_litecoin,Weighted_gold_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,bitcoin_sent_inNum
9/12/16,771.73,152553.0965,1246560014,748679,1875,319612,2.86766E+11,9.57,962761,3.52,854357.9545,1173.74,46.7,1.0718,11527,20236,1636292.056
10/12/16,774.42,125897.424,1175617571,768077,2175,310580,2.86766E+11,8.36,884193,3.58,708726.257,1172.5,46.8,1.0753,10847,21592,1534929.131
11/12/16,771.17,104057.6505,1091155742,651835,1963,282554,2.86766E+11,8.95,850178,3.66,733084.6995,1173.34,44.49,1.0615,10893,21302,1417306.258
12/12/16,775.52,89027.63402,1171437623,616032,1688,268680,2.86766E+11,10.7,930324,3.69,476460.7046,1164.91,46.29,1.0561,9588,19749,1517937.132
13/12/16,781.91,69527.00085,902530907,594520,1650,250109,2.86766E+11,11.12,898482,3.68,568970.1087,1164.91,50.18,1.0561,8835,18331,1165428.2
14/12/16,780.09,74320.05913,812057554,568515,2338,229746,2.86766E+11,7.72,684040,3.66,532286.8852,1159.78,50.18,1.0635,8676,16070,1053020.156
15/12/16,779.35,98735.04229,1309220697,637404,1950,268506,2.86766E+11,9.2,806015,3.65,675523.2877,1159.78,52.83,1.0635,10465,18775,1688184.311
16/12/16,781.96,104418.1555,1216247288,663897,2225,291579,2.86766E+11,8.06,814901,3.67,534809.2643,1160.33,52.98,1.0626,11745,20749,1555482.457
17/12/16,788.34,97397.73616,1284759988,619913,1738,286189,2.86766E+11,10.09,901628,3.63,721366.3912,1151.03,51.04,1.0536,11373,21101,1646938.158
18/12/16,791.08,104677.0976,1588831968,611935,1588,282558,3.10154E+11,11.71,955426,3.62,740149.1713,1134.49,50.9,1.0414,10924,19341,2038662.947
19/12/16,791.83,106921.3259,1466310616,638084,1663,279228,3.10154E+11,10.48,966617,3.63,447873.2782,1131.99,51.9,1.0451,10416,19242,1875173.431
20/12/16,796.49,100197.6305,1037981311,585323,1800,237986,3.10154E+11,10.18,817034,3.66,699237.7049,1131.99,51.9,1.0451,8770,18364,1316667.061
21/12/16,817.15,76508.57056,1110532381,565086,1763,235648,3.10154E+11,10.36,861416,3.69,528859.0786,1139.95,52.12,1.0402,9127,18930,1403818.047
22/12/16,852.16,94573.83529,1452408723,659635,1888,281978,3.10154E+11,9.46,914775,3.67,619637.6022,1139.95,52.12,1.0402,11821,25718,1834243.112
23/12/16,894.17,125085.4323,1530429946,651525,1725,296335,3.10154E+11,10.46,970380,3.66,638117.4863,1134.12,52.23,1.0388,11646,22945,1921467.873
24/12/16,907.7,190388.5456,2311041472,704306,1988,325518,3.10154E+11,9.01,963966,3.66,795969.9454,1132.6,52.49,1.0424,12246,25531,2828172.884
25/12/16,889.48,234729.4029,2094475724,683218,1988,314485,3.10154E+11,9.12,919836,3.7,988578.3784,1130.59,52.95,1.0437,13374,27288,2457843.274
26/12/16,903.65,308178.5343,2354775440,659622,1900,304845,3.10154E+11,9.5,887990,4.19,3708615.752,1131.68,53.02,1.0456,14116,29448,2633476.229
27/12/16,921.47,151731.8585,1369020785,550962,1713,240683,3.10154E+11,10.47,854890,4.6,4298608.696,1131.68,53.02,1.0456,11547,22045,1508230.456
28/12/16,955.38,161515.7081,952391937,470730,2063,197199,3.10154E+11,8.74,648126,4.42,2570837.104,1142,53.02,1.0455,10882,17925,1070728.894
29/12/16,970.63,136967.8526,1355375745,590003,1775,244772,3.10154E+11,10.12,855863,4.36,1743830.275,1142,53.9,1.0455,12433,19894,1499890.162
30/12/16,960.28,181566.4102,2040754641,647978,1950,296390,3.10154E+11,9.23,876639,4.44,2093344.595,1138.39,53.9,1.0457,13454,22525,2214672.904
31/12/16,958.84,247681.5508,1959161993,660743,2050,305230,3.17688E+11,8.73,868480,4.56,2263004.386,1140.54,54.06,1.0413,14314,24151,2050662.556
1/1/17,980.94,205351.1637,1718778875,654659,1875,304455,3.17688E+11,9.68,940398,4.57,2046575.492,1150.4,53.77,1.049,15813,22502,1770786.886
2/1/17,1012.12,195228.475,2097496437,642264,1963,286661,3.17688E+11,9.14,871708,4.45,2677033.708,1150.94,53.72,1.0517,16270,18971,2184255.047
3/1/17,1032.78,103390.6637,1312412472,571945,1850,250125,3.17688E+11,9.67,803916,4.35,2117406.897,1150.94,53.72,1.0517,10295,18483,1368750.232
4/1/17,1100.74,150646.327,1050988395,463524,1950,180346,3.17688E+11,9.29,698540,4.42,2565045.249,1133.75,53.88,1.0455,9554,21071,1071409.459
5/1/17,1067.91,219524.3568,1587359528,703956,1988,290792,3.17688E+11,9.07,944878,4.6,3172891.304,1152.15,53.88,1.0455,22579,26461,1568351.113
6/1/17,961.8,179290.8461,1981844812,654614,2050,301500,3.17688E+11,8.77,906574,4.64,2167176.724,1155.07,53.83,1.0405,25183,27269,1918941.897
7/1/17,886.06,313376.4413,2665385089,696386,1913,328489,3.17688E+11,9.38,986063,4.73,2909598.309,1163.29,53.83,1.0489,22281,31611,2421448.379
8/1/17,912.34,477754.6872,3130483456,651157,1750,288361,3.17688E+11,10.33,984197,4.6,4173043.478,1172.88,48.84,1.0607,24655,33407,2931411.314
9/1/17,902.39,365851.5284,2875489022,717134,2013,346244,3.17688E+11,8.96,984331,4.09,2705061.125,1175.22,48.36,1.0532,21964,29065,2989695.386
10/1/17,906.51,315497.8399,1861640313,645716,1725,281922,3.17688E+11,10.33,987246,3.85,3799584.416,1175.22,48.36,1.0532,17362,22717,2101031.886
11/1/17,842.02,173964.7588,1524856558,597145,2088,259934,3.17688E+11,8.7,810419,3.97,2954307.305,1188.75,49.16,1.0574,16490,19595,1671368.742
12/1/17,790.51,157223.5863,1864898724,611419,1700,269811,3.17688E+11,10.58,923003,4.15,2690409.639,1188.75,47.29,1.0574,17720,23277,2066621.665
13/1/17,809.18,127751.4865,2119444781,701527,2000,323728,3.369E+11,8.97,959720,4.46,3398632.287,1185.5,47.29,1.0554,16258,22918,2338026.918
14/1/17,822.78,369265.5661,3355231110,638259,1913,302905,3.369E+11,9.46,923016,4.22,5180876.777,1185.52,54.3,1.0582,17559,29228,3984740.398
15/1/17,819.03,281243.754,2749814409,623555,2150,294953,3.369E+11,8.34,801678,3.9,3510487.179,1185.52,58.36,1.0613,18224,30387,3478532.098
16/1/17,827.03,208813.8609,1900156509,591030,1875,272597,3.369E+11,9.65,840488,3.9,1979646.154,1195.18,52.37,1.0643,16546,28785,2348249.474
17/1/17,870.06,113108.3595,1236862491,592806,2150,242097,3.369E+11,8.35,742767,3.9,1025430.769,1195.18,52.37,1.0643,15220,22367,1503272.431
18/1/17,892.95,86704.51632,1406243872,551772,2088,235832,3.369E+11,8.63,677068,3.91,2389094.629,1205.65,52.64,1.0601,12144,22232,1716962.592
19/1/17,894.09,100063.1174,1722603291,632449,2113,267471,3.369E+11,8.54,758335,3.91,2086767.263,1205.65,52.64,1.0601,13679,24103,2082878.845
20/1/17,894.9,178257.8305,2015926931,657197,1975,292539,3.369E+11,9.12,900242,3.91,1231836.317,1210.41,52.48,1.0713,16112,25648,2316997.599
21/1/17,910.06,252731.9469,1707025393,649975,1875,296950,3.369E+11,9.6,893843,3.88,1113664.948,1214.89,51.08,1.063,14637,26491,1911669.627
22/1/17,920.49,118136.8766,2316145606,685645,2175,300431,3.369E+11,8.28,834369,3.86,1059753.886,1207.34,51.37,1.0664,14435,27848,2590506.108
23/1/17,922.88,96914.06861,2307613811,663085,2363,298188,3.369E+11,7.6,722273,3.88,883293.8144,1207.34,52.42,1.0703,11860,23365,2578627.568
24/1/17,904.95,122143.5949,1400820726,637023,2263,263381,3.369E+11,7.97,693089,3.9,696846.1538,1193.35,52.42,1.0703,10255,20833,1539261.945
25/1/17,897.1,126642.3318,1043864281,564645,2175,236712,3.92963E+11,8.17,674560,3.87,679801.0336,1193.35,52.75,1.0765,11029,20816,1134031.093
26/1/17,910.38,79737.99411,1396488287,620376,1725,235392,3.92963E+11,10.48,908684,3.84,709664.0625,1214.91,52.75,1.0765,14272,24809,1513185.124
27/1/17,919.3,123044.3671,1770864417,723324,1863,278028,3.92963E+11,9.73,973658,3.81,690083.9895,1215.28,53.18,1.0731,13062,28304,1956864.376
28/1/17,921.28,134690.6699,1724662585,711276,1863,304578,3.92963E+11,9.58,987840,3.75,1830277.333,1204.14,52.75,1.0748,12050,27278,1922486.44
29/1/17,921.04,144948.2634,1908551252,721023,1938,313600,3.92963E+11,9.36,993138,3.77,1543029.178,1191.22,53.78,1.0682,11932,24366,2096433.634
30/1/17,920.76,136619.1668,1644651083,662445,2125,263162,3.92963E+11,8.34,837680,3.84,1315020.833,1188.33,53.17,1.0699,11747,23178,1789025.436
31/1/17,946.08,74873.65405,1143754351,661095,1900,246243,3.92963E+11,9.59,877466,3.85,858511.6883,1188.33,53.17,1.0699,12571,21300,1241483.969
1/2/17,979.95,66068.46608,1257757094,644559,2088,241460,3.92963E+11,8.68,862492,3.85,728420.7792,1191.18,52.63,1.0695,11690,20789,1365583.573
2/2/17,999.64,84959.48564,1337275407,644885,1800,247264,3.92963E+11,9.94,955112,3.94,2586979.695,1194.58,52.63,1.0695,14073,27170,1452360.449
3/2/17,1021.01,173962.0328,1678215556,677356,1813,307538,3.92963E+11,9.96,959546,4.06,3891576.355,1205.15,52.81,1.0798,13225,23711,1773862.206
4/2/17,1033.82,153181.2848,2012301272,790453,2400,350368,3.92963E+11,7.49,962289,4.08,1900473.039,1209.69,52.81,1.0769,13278,22600,2053473.414
5/2/17,1034.21,145873.5065,1829443427,639858,1963,259402,3.92963E+11,9.16,913957,4.07,1271609.337,1216.75,53.54,1.0759,13524,23547,1830102.264
6/2/17,1034.84,197136.1691,2458046200,715695,1863,323414,3.92963E+11,9.68,970819,4.08,2095213.235,1216.79,52.61,1.0783,12876,26694,2407465.353
7/2/17,1050.89,149991.2944,2145925568,655219,1800,284634,4.22171E+11,10.03,952156,4.06,1705985.222,1216.79,52.61,1.0783,11078,27112,2075724.563
8/2/17,1060.46,110430.1834,1827815638,689329,1988,291942,4.22171E+11,9.04,957945,4.05,1144543.21,1220.2,47.66,1.075,12070,23530,1767354.443
9/2/17,1025.35,107999.3042,1706425092,619108,1563,229902,4.22171E+11,11.48,979201,4.06,1224704.433,1228.48,47.66,1.075,13166,29026,1648974.81
10/2/17,982.48,138936.5281,2113920193,717417,1888,325117,4.22171E+11,9.4,945681,4.05,1622382.716,1233.03,47.66,1.0683,13554,30138,2011552.297
11/2/17,996.37,190346.6496,2054235459,665656,1825,308170,4.22171E+11,9.98,961129,4.03,1741186.104,1237.83,49.59,1.0698,13313,26445,1937117.344
12/2/17,1001.1,397152.1919,3257418564,758515,2113,346375,4.22171E+11,8.59,956030,3.9,5460846.154,1234.52,49.59,1.0655,13381,27886,3176884.541
13/2/17,991.91,193848.2208,2668866812,658325,1838,301642,4.22171E+11,9.73,967545,3.77,2100339.523,1230.27,50.58,1.0643,12212,26096,2716459.177
14/2/17,998.56,102633.5598,1420954987,628956,1738,262547,4.22171E+11,10.35,963661,3.78,883820.1058,1230.27,54.54,1.0643,10009,26759,1426131.846
15/2/17,1006.03,67455.79862,953167116,568401,1750,237604,4.22171E+11,10.31,872459,3.78,715957.672,1233.58,54.54,1.0598,10944,27211,952119.7842
16/2/17,1019.03,101427.5489,1580541928,669492,2038,288127,4.22171E+11,8.76,910462,3.74,1262473.262,1227.44,52.93,1.0598,12472,24621,1593432.799
17/2/17,1037.79,138144.9287,1928076132,675342,2113,314915,4.22171E+11,8.54,884733,3.74,1068021.39,1227.78,53.2,1.0578,11624,27568,1930856.565
18/2/17,1052.92,89221.39499,1759433734,630944,1738,294647,4.22171E+11,10.16,940088,3.79,708071.2401,1227.78,53.11,1.0601,12330,26945,1748887.94
19/2/17,1050.72,119993.5233,3053259624,670733,1888,283052,4.22171E+11,9.82,973948,3.8,1050415.789,1236.94,53.36,1.0674,12923,24357,2996241.155
20/2/17,1062.71,131504.4469,2607719966,695647,1888,319616,4.22171E+11,9.53,969075,3.8,1052986.842,1238.04,53.4,1.0616,14331,26355,2512762.665
21/2/17,1097.19,94094.04703,1316727294,689424,1888,285992,4.4078E+11,9.54,961979,3.81,842328.084,1238.04,53.4,1.0616,12842,21344,1250548.279
22/2/17,1114.54,73685.94488,1487658169,597242,1675,251587,4.4078E+11,10.69,930882,3.77,716575.5968,1232.64,53.69,1.0614,10644,19946,1415846.438
23/2/17,1144.39,103017.7565,1640880518,657687,1850,282580,4.4078E+11,9.69,951329,3.77,829724.1379,1242.08,53.69,1.0614,12193,26113,1544052.957
24/2/17,1169.69,170315.9817,1918241118,645626,1725,278952,4.4078E+11,10.47,949667,3.78,1087497.354,1234.72,54.06,1.0536,13870,25187,1748321.729
25/2/17,1153.42,122113.1588,2838328408,634528,1725,282056,4.4078E+11,10.29,977160,3.8,1196739.474,1236.57,53.59,1.0558,13371,26751,2546636.647
26/2/17,1151.79,165550.2058,3807524558,700730,1875,325763,4.4078E+11,9.64,960712,3.82,1072376.963,1243.3,54.45,1.0582,14046,27929,3327121.487
27/2/17,1172.28,282774.9301,2259370066,766916,2038,343642,4.4078E+11,8.94,971179,3.84,1802367.188,1253.57,53.99,1.0563,15834,37286,1931597.317
28/2/17,1181.44,121344.3429,1432210903,745056,2088,326354,4.4078E+11,8.66,966332,3.84,932604.1667,1253.57,53.99,1.0563,17751,24005,1241708.053
1/3/17,1201.18,101134.7555,1305481900,657119,2225,265025,4.4078E+11,7.97,921751,3.82,703730.3665,1256.98,54.05,1.0587,16385,27326,1133437.432
2/3/17,1238.36,112234.2785,2220447749,664567,1800,284411,4.4078E+11,10.09,945149,3.81,988606.2992,1253.57,54.05,1.0587,15063,24703,1894127.469
3/3/17,1264.18,156551.3272,2323928104,699527,1913,325261,4.4078E+11,9.42,968234,3.79,1067398.417,1251.84,54.01,1.0576,15679,23501,1967030.153
4/3/17,1260.62,190693.3116,2997805973,681438,1800,315739,4.4078E+11,9.89,979146,3.78,1165343.915,1246.24,52.33,1.0547,17507,25248,2495717.522
5/3/17,1256.69,297389.2955,3389376546,735135,1963,329271,4.4078E+11,9.19,955612,3.9,2420379.487,1240.87,53.83,1.0507,18929,28277,2736988.07
6/3/17,1270.22,249757.9522,5786070181,734179,1888,337159,4.60769E+11,9.67,985290,3.94,1907532.995,1232.2,53.33,1.0622,40347,31848,4576935.39
7/3/17,1244.28,145380.8443,2506574478,624702,1650,265648,4.60769E+11,10.89,985904,3.89,864113.1105,1232.2,50.24,1.0622,25835,24535,1988366.421
8/3/17,1188.37,106730.379,1552661299,694648,1838,280592,4.60769E+11,9.51,983301,3.88,731162.3711,1234.78,47.82,1.0582,17862,22507,1235516.555
9/3/17,1169.38,120968.8023,2436294816,680973,1775,287589,4.60769E+11,10.38,965533,3.9,1126617.949,1230.91,47.82,1.0582,20274,29476,1918010.121
10/3/17,1163.45,234075.9315,2625982833,738069,1913,327749,4.60769E+11,9.48,974862,3.86,1455844.56,1219.27,47.07,1.0566,17149,31214,2110443.657
11/3/17,1150.57,279881.6934,3015977677,687751,1775,296966,4.60769E+11,10.03,979427,3.79,1212242.744,1211.25,49.03,1.0541,15721,28463,2537911.321
12/3/17,1200.08,181534.6662,6695007084,705823,1850,303484,4.60769E+11,9.59,991798,3.8,813710.5263,1204.47,49.03,1.0577,15556,29362,5725262.177
13/3/17,1227.02,484589.7701,3305114092,744240,1950,308326,4.60769E+11,9.45,991821,3.8,1865828.947,1201.8,50.42,1.0673,19093,36952,2840787.393
14/3/17,1234.42,246243.1664,1926137418,697665,1863,280532,4.60769E+11,9.64,997576,3.79,913915.5673,1201.8,55.64,1.0673,15958,30193,1674072.345
15/3/17,1245.28,189300.7133,1433334719,594463,1938,220955,4.60769E+11,9.32,960146,3.82,883180.6283,1205.75,55.64,1.0653,14093,26226,1194365.975
16/3/17,1212.39,309919.1472,2565650406,691402,1813,272934,4.60769E+11,9.9,982872,4.03,5568014.888,1203.24,48.4,1.0653,16417,27414,2090960.543
17/3/17,1140.03,198721.6669,3346217244,740057,1950,310239,4.60769E+11,9.25,962449,4.1,1933880.488,1201.57,47.72,1.0604,19528,27110,2710760.717
18/3/17,1036.31,239147.0127,2835719577,675317,1775,292292,4.60769E+11,10.1,983984,4.1,1602902.439,1209.56,48.86,1.0734,17689,25560,2277174.272
19/3/17,1015.03,526701.8039,4037753494,734444,1913,326881,4.60769E+11,9.43,988260,4.22,3022559.242,1224.48,48.75,1.0766,16895,26412,3330408.115
20/3/17,1047.8,619807.3524,3529831903,709455,1925,292042,4.75705E+11,9.39,995549,4.14,2683478.261,1228.12,48.78,1.0738,15663,28612,3096262.294
21/3/17,1088.42,599532.9737,2698724739,685027,1963,263373,4.75705E+11,9.15,942046,4.01,3042319.202,1228.12,48.78,1.0738,15288,25964,2604167.42
22/3/17,1076.16,400626.5825,6429483658,675490,2063,269171,4.75705E+11,8.75,889056,3.96,1518446.97,1230.4,48.22,1.0739,14669,26859,6334279.438
23/3/17,1043.9,273458.66,3422438977,651290,1700,276897,4.75705E+11,10.57,977387,3.98,1022170.854,1232.54,48.22,1.0739,17922,30480,3266309.388
24/3/17,987.7,309982.3671,6749484263,693278,1775,287913,4.75705E+11,10.11,982004,4.02,1236338.308,1238.8,47.34,1.0811,16453,29659,6201176.258
25/3/17,947.2,353888.8195,5564538252,745066,1988,316434,4.75705E+11,9.07,982097,3.96,1502515.152,1247.18,48.04,1.0797,14885,32507,5170735.069
26/3/17,975.72,238087.9395,2480771485,678638,1850,287723,4.75705E+11,9.7,965089,3.96,847010.101,1247.19,47.7,1.0783,14546,39969,2376445.526
27/3/17,1009.05,497152.9979,3865357295,703673,2200,289345,4.75705E+11,8.21,869938,4.03,3107766.749,1249.04,47.97,1.0798,13225,30279,3913493.262
28/3/17,1046.03,460096.0811,3138946260,616232,1663,242842,4.75705E+11,10.66,939925,4.06,1946965.517,1249.04,47.97,1.0798,11334,29728,3313921.305
29/3/17,1039.27,311224.5316,1704049481,588054,2075,219338,4.75705E+11,8.83,676743,4.06,963315.2709,1254.98,47.73,1.0864,12736,23985,1746453.369
30/3/17,1034.49,369193.8041,2343087100,600367,1650,232159,4.75705E+11,10.9,900950,4.08,1265365.196,1253.87,47.73,1.0864,13370,25216,2322072.345
31/3/17,1050,311971.932,2435177884,735755,1938,293846,4.75705E+11,9.28,985684,4.12,1043172.33,1254.18,48.37,1.0814,13970,26462,2328019.162
1/4/17,1076.26,287180.4093,1874805292,683505,1725,283793,4.75705E+11,10.42,973170,4.16,2038451.923,1251.5,49.51,1.0766,13533,24593,1803963.64
2/4/17,1091.46,341200.9705,2242754586,694171,2050,288624,4.99636E+11,8.56,962550,5.59,34213060.47,1252.15,50.35,1.0674,13812,25723,2167980.924
3/4/17,1125.36,425987.6267,3774958567,630967,1688,259268,4.99636E+11,10.93,960528,6.65,14875578.95,1246.02,50.6,1.0652,12980,24542,3595198.635
4/4/17,1138.93,269111.5381,3094920019,639653,1650,255739,4.99636E+11,10.94,967155,6.7,8613686.567,1246.02,53.26,1.0652,11815,21680,2875624.867
5/4/17,1126.91,471100.1851,4385690770,652269,1975,244045,4.99636E+11,9.07,824274,7.3,12131561.64,1249.13,53.26,1.067,11420,21011,4018187.355
6/4/17,1155.67,515785.1994,4710376078,736053,2200,287965,4.99636E+11,8.16,878287,7.92,14416540.4,1252.68,51.03,1.067,14614,25315,4185661.547
7/4/17,1176.45,383087.6489,2827679959,635711,1563,255890,4.99636E+11,11.62,977861,8.22,15718734.79,1255.77,51.03,1.0674,14537,26979,2482751.318
8/4/17,1174.04,368071.9845,2588070630,745792,2025,316393,4.99636E+11,8.87,966858,9.68,22503512.4,1253.24,45.52,1.0663,13465,28967,2296608.096
9/4/17,1183.38,442359.8571,2378068128,701254,1838,290318,4.99636E+11,9.76,977745,10.62,18295668.55,1254.7,45.52,1.0644,13169,28251,2057739.777
10/4/17,1185.95,269473.4294,7004327046,718080,2025,295301,4.99636E+11,8.94,977586,9.83,9640447.609,1256.64,47.08,1.0591,13208,29445,5953782.18
11/4/17,1197,178283.5338,11683380746,600050,1713,226822,4.99636E+11,10.17,974429,9.74,6005041.068,631.02,49.58,1.0591,11200,23272,9951433.295
12/4/17,1202.27,204788.832,1803448093,656647,1988,238127,4.99636E+11,9.34,925462,9.26,9823250.108,1254.05,47.37,1.0596,10873,22661,1523980.541
13/4/17,1183.16,182033.8193,2508692291,690857,1838,273237,4.99636E+11,9.81,917566,8.76,8496084.018,1253.64,49.98,1.0596,13166,26562,2115344.063
14/4/17,1172.12,180603.1746,2453990656,753921,2088,307726,4.99636E+11,8.6,962832,8.93,5677491.601,1265.6,49.98,1.0605,16999,28441,2050117.507
15/4/17,1173.2,240130.766,2518001099,689626,1775,277951,4.99636E+11,10.08,982567,9.88,16118927.94,1279.97,57.47,1.0665,13871,29250,2094372.395
16/4/17,1178.84,297482.1596,2550679819,611531,1588,228552,5.20809E+11,11.2,972980,10.4,6171865.385,1291.85,53.18,1.0613,13786,27278,2155819.854
17/4/17,1186.18,217406.9276,2623951444,703291,1738,290069,5.20809E+11,10.55,995109,10.18,6005599.214,1285.98,53.18,1.0618,12174,25953,2238637.208
18/4/17,1204.2,173507.5077,1911009515,687253,1875,270555,5.20809E+11,9.54,991701,10.58,4529489.603,1285.98,53.18,1.0618,10065,22135,1628886.392
19/4/17,1210.75,155433.3141,2257397608,592441,1825,211683,5.20809E+11,9.88,927419,10.76,2260353.16,1288.31,52.65,1.0643,11044,23562,1914931.295
20/4/17,1222.34,213463.3867,2916815867,604963,1725,245046,5.20809E+11,10.41,930786,10.65,9770422.535,1288.31,52.65,1.0643,18666,28015,2458999.365
21/4/17,1225.74,224650.3903,2989256682,709072,1825,302945,5.20809E+11,9.94,955540,10.41,7990710.471,1286.64,52.41,1.073,22995,28770,2482358.979
22/4/17,1224.61,237919.4648,2646076076,723144,1788,309961,5.20809E+11,9.98,984213,9.98,5589669.339,1284.68,50.44,1.0711,15773,26629,2185485.093
23/4/17,1218.82,257790.7947,2738519687,688123,1725,267777,5.20809E+11,10.37,973990,10.05,5555054.726,1282.56,50.27,1.0717,14703,29974,2240391.124
24/4/17,1230.09,222043.0173,2936331158,791946,2088,330187,5.20809E+11,8.75,975939,10.8,9167796.296,1283.47,49.62,1.0728,14230,28206,2395557.914
25/4/17,1258.37,203591.3474,2183868102,686367,1813,268567,5.20809E+11,9.91,973033,12.1,13133388.43,1283.47,49.62,1.0728,11143,27203,1783317.221
26/4/17,1276.96,212460.4191,1973369799,644281,1913,244886,5.20809E+11,9.4,947631,13.59,14602796.17,1273.42,49.23,1.0868,12071,25203,1619082.226
27/4/17,1300.15,191698.1684,2438346737,608289,1550,222547,5.20809E+11,11.6,963090,14.31,4205255.066,1273.42,49.23,1.0868,16047,29644,1982250.678
28/4/17,1314.47,192754.1184,4116273296,738873,1850,325239,5.20809E+11,9.75,966010,14.97,3785457.582,1270.08,49.56,1.0926,16503,33008,3271115.249
29/4/17,1320.51,258137.3011,3139149829,768513,1913,334318,5.20809E+11,9.43,971855,15.1,4722437.086,1267.17,49.62,1.0904,14681,29463,2458299.265
30/4/17,1333.15,345496.2827,3474211975,723992,1838,297737,5.21975E+11,9.78,967618,14.48,5262983.425,1267.13,48.97,1.0873,14889,32051,2672162.424
