Date,Weighted_bitcoin_price,Volume,bitcoin_sent,Address,generatedCoin,bitcoin_transactions,Mining_Difficulty,mine_a_block_min,Block_size,Weighted_litecoin_price,Volume_litecoin,Weighted_gold_price,Oil_price,usd/euro,Num_Wiki_view,Num_tweets,bitcoin_sent_inNum
13/4/18,7934.98,628189.4764,6397542521,565732,2050,186251,3.51106E+12,8.81,582982,114.35,1774193.336,1337.9,74.33,1.2367,18262,59044,940581.3145
14/4/18,7961.9,672794.2047,6956732162,539442,2013,183087,3.51106E+12,8.94,533480,116.25,1979088.103,1349.49,74.33,1.2375,14757,61072,1008306.809
15/4/18,8166.55,1205569.102,15699833418,617410,1925,210725,3.51106E+12,9.23,687972,122.63,4790923.722,1343.87,53.25,1.2334,16972,68886,2125163.066
16/4/18,8173.28,978510.3468,9972523569,646935,2063,217117,3.51106E+12,8.79,599525,127.93,3580395.529,1340.74,67.39,1.2336,15121,64178,1256779.925
17/4/18,8035.36,652034.0803,5548385839,493659,1713,161706,3.83932E+12,10.33,687896,126.4,2047515.823,1340.74,67.39,1.2336,12104,50026,696867.0592
18/4/18,8047.92,642190.3986,6172660639,587020,2038,173868,3.83932E+12,9.04,724288,129.35,2121584.909,1345.18,66.22,1.2337,12138,52494,755846.7944
19/4/18,8222.76,688990.2003,11022511255,738315,1763,195965,3.83932E+12,10.19,743005,129.54,2245291.092,1345.47,66.22,1.2387,15892,56538,1348603.162
20/4/18,8564.37,858814.026,9594863794,608590,2025,201658,3.83932E+12,8.85,617060,132.5,4017630.189,1346.47,66.518,1.2377,17430,56111,1194080.14
21/4/18,8848.52,811378.5624,9003858286,589421,2000,200580,3.83932E+12,9.03,556198,136.4,2794442.698,1348.73,68.47,1.2382,16359,56720,1118780.789
22/4/18,8877.19,858982.87,10842530667,644595,2225,213345,3.83932E+12,8.09,520208,143.04,2857494.407,1347.77,68.314,1.2349,15434,57013,1318599.919
23/4/18,8868.16,985257.5505,12894758039,653018,1713,207640,3.83932E+12,10.54,675227,150.4,3270917.447,1340.58,68.396,1.2288,15265,57190,1505628.323
24/4/18,9323.07,853086.1821,8055016136,620016,1988,193816,3.83932E+12,8.94,629956,150.85,3201352.337,1340.58,68.396,1.2288,15777,56176,910323.5497
25/4/18,9272.98,746846.6684,6938915211,509559,2000,171710,3.83932E+12,9.11,455695,148.23,2285198.732,1335.13,68.64,1.2279,20387,59404,781656.7192
26/4/18,9039.36,780904.9616,9775098851,642656,1913,226200,3.83932E+12,9.4,630297,149.59,2513938.097,1327.52,68.64,1.2213,26439,59885,1102269.112
27/4/18,9160.05,1145416.733,16500707013,774318,1988,254334,3.83932E+12,8.99,802139,159.22,4041942.068,1327.82,67.7,1.2243,21433,67323,1769879.129
28/4/18,9157.96,1195203.717,18223199939,688680,1538,213032,3.83932E+12,11.44,887176,154.38,3973746.651,1327.06,68.05,1.2176,18712,65523,1965193.491
29/4/18,9372.67,992388.785,9474470290,660414,1763,216591,3.83932E+12,10.36,734195,148.71,2773431.457,1320.72,68.19,1.2112,19884,64330,1048135.077
30/4/18,9327.65,826009.6746,14155465384,675804,1775,210977,4.02206E+12,10.31,811917,149.72,2583101.897,1320.35,68.1,1.2131,13783,55754,1545348.048
1/5/18,9129.35,852316.4478,16952942444,562250,1600,203553,4.02206E+12,11.26,713110,149.28,2258286.388,1320.35,68.1,1.2131,10957,49473,1851170.178
2/5/18,9153.04,944554.7738,15112758856,541897,1975,180640,4.02206E+12,9.09,520843,152.58,2543465.618,1322.8,68.57,1.2124,11142,46959,1612428.354
3/5/18,9491.08,929914.8231,11306964445,642134,1938,214952,4.02206E+12,9.25,615830,151.02,2260607.814,1318.66,68.57,1.2085,13297,49151,1212198.619
4/5/18,9690.36,844859.7002,9213663549,632650,1975,199801,4.02206E+12,9.15,557528,147.33,2322351.184,1308.48,61.44,1.1995,13367,49777,1009235.438
5/5/18,9804.51,825754.0524,9815342846,683386,1750,212156,4.02206E+12,10.27,701230,149.98,2364695.239,1305.59,64.15,1.1956,13918,48137,1072358.784
6/5/18,9726.38,1075462.39,12699303788,663171,1888,228370,4.02206E+12,9.58,733213,157.08,3934199.134,1310.38,62.57,1.1993,12766,50882,1338025.155
7/5/18,9479.02,848041.7537,12926939433,695603,1725,218931,4.02206E+12,10.3,822657,164.4,3850699.367,1312.81,63.54,1.1966,13967,57751,1333999.917
8/5/18,9301.55,780451.021,10426359782,625693,2013,202542,4.02206E+12,9.06,611906,174.02,4259544.972,1312.81,63.54,1.1966,12000,50536,1063424.871
9/5/18,9238.82,742545.5506,10554692943,533415,1713,171624,4.02206E+12,10.44,630682,174.72,3584420.879,1311.02,65.52,1.196,13003,47589,1085161.483
10/5/18,9201.62,780040.5358,12875733636,660191,1875,204913,4.02206E+12,9.66,723693,166.87,3435494.84,1315.2,72.94,1.1942,16273,53424,1358340.17
11/5/18,8735.47,797272.4924,9782325804,665088,1737,217671,4.02206E+12,10.27,782189,162.65,2866947.384,1313.65,72.94,1.1871,18612,52302,1051687.708
12/5/18,8458.67,782230.8736,9763612998,612055,2000,206419,4.02206E+12,9.08,620150,157.22,2850375.27,1313.38,68.72,1.185,16114,54594,1056803.033
13/5/18,8602.02,750596.0663,11174471978,617388,1925,208807,4.02206E+12,9.29,617936,154.18,2767505.617,1316.77,74.34,1.1919,16700,53621,1214402.679
14/5/18,8669.75,971730.2208,11401529854,758816,1588,213497,4.14388E+12,11.4,838357,142.69,3717261.196,1321.78,63.1,1.1949,14754,55128,1305199.36
15/5/18,8627.05,806436.4842,8451472978,588539,2063,181889,4.14388E+12,8.68,521723,139.04,2950122.209,1321.78,52.89,1.1949,12808,48718,999149.1544
16/5/18,8389.29,681976.998,7112250864,483628,1850,158646,4.14388E+12,9.74,471554,142.82,2683265.649,1321.85,52.89,1.1955,12482,46131,826811.7098
17/5/18,8241.01,849407.3947,10944423826,636148,1650,209565,4.14388E+12,10.96,725659,145.14,4025230.922,1316.58,70.96,1.1936,14094,52460,1262369.022
18/5/18,8147.94,777288.8855,9215890430,640177,1825,214633,4.14388E+12,9.85,641075,143.83,2892199.068,1302.97,71.31,1.1826,14494,50376,1068255.131
19/5/18,8264.58,805815.5291,9536819278,604422,2238,208284,4.14388E+12,7.92,501609,138.71,2535433.523,1293.12,71.49,1.1819,13854,49167,1136785.029
20/5/18,8381.97,711384.8968,8710728857,629548,1650,192551,4.14388E+12,10.97,719248,136.36,2348555.236,1289.68,71.506,1.1795,14659,47708,1056997.729
21/5/18,8465.99,707441.4156,9098141001,703271,1850,211348,4.14388E+12,9.77,696166,133.88,2776277.263,1309.15,71.316,1.1773,18814,46685,1116618.556
22/5/18,8222.37,570192.2992,6193869347,514455,1925,173120,4.14388E+12,9.42,478502,135.66,2292223.264,1309.15,71.316,1.1773,14822,40643,749447.5638
23/5/18,7789.36,619312.6399,6125271329,475738,1800,158519,4.14388E+12,10.02,457310,137.27,2367472.922,1329.85,72.306,1.177,15239,41628,730767.508
24/5/18,7554.55,608905.7606,7074204262,622918,1963,202490,4.14388E+12,9.14,628268,136.93,2252077.646,1290.83,72.306,1.1794,20752,44301,835602.7189
25/5/18,7531.06,624760.2791,7634342048,588253,1888,203186,4.14388E+12,9.48,566567,131.72,2235400.911,1292.09,72.186,1.1791,14316,44097,928484.3723
26/5/18,7446.66,833331.638,8414382926,640762,2025,223034,4.14388E+12,8.9,611117,123.7,3018027.357,1292.73,71.84,1.1712,15441,49303,1080240.601
27/5/18,7345.75,800738.6404,9017150182,569804,1788,206682,4.30695E+12,10.11,595684,120.52,2869714.437,1299.69,70.71,1.1726,13769,46043,1193605.202
28/5/18,7256.81,646367.1462,7142131302,618176,2200,196005,4.30695E+12,8.14,505682,121,2460686.017,1303.54,67.88,1.1666,12635,42093,948356.7123
29/5/18,7304.79,544074.789,4559033246,467761,2025,158621,4.30695E+12,8.94,397055,119.44,2309536.236,1303.54,67.88,1.1666,10783,38020,612225.2454
30/5/18,7440.91,552226.7891,5888990460,442647,2050,144140,4.30695E+12,8.8,367762,118.08,2191116.26,1301.58,67.88,1.1692,22272,43809,801686.7522
31/5/18,7467.59,694602.7337,9549908308,589218,1950,188907,4.30695E+12,8.99,580648,115.02,2571057.277,1298.27,66.73,1.1629,12882,44801,1315992.607
1/6/18,7513.55,775198.205,9347425379,604757,1738,204630,4.30695E+12,10.62,676532,116.07,3019901.783,1299.12,66.73,1.1542,13007,46903,1279629.583
2/6/18,7593.32,661550.8092,9451296818,592865,2175,203903,4.30695E+12,8.19,515857,118.87,2568141.735,1303.93,68.21,1.1669,12909,51863,1270180.236
3/6/18,7680.07,686584.3079,10336810393,627768,2125,209356,4.30695E+12,8.56,553538,118.16,2515089.777,1301.19,67.04,1.1696,18963,47154,1384223.075
4/6/18,7616.22,655011.3094,9061337478,692509,2075,205315,4.30695E+12,8.67,588535,118.82,2448123.346,1295.74,67.04,1.1666,10908,45316,1205999.491
5/6/18,7543.72,650479.611,7161426647,521910,1900,174345,4.30695E+12,9.44,503806,121.5,2558024.691,1295.74,63.39,1.1666,9256,41760,943121.9344
6/6/18,7615.6,631733.842,7194920994,531463,2038,163280,4.30695E+12,8.86,672386,124.63,2589962.353,1293.13,62.6,1.1671,15388,41999,936830.1323
7/6/18,7680.29,655596.8604,11335131471,702904,2288,209733,4.30695E+12,7.9,933240,122.54,2446392.949,1293.39,62.06,1.1704,18471,46104,1488288.347
8/6/18,7641.66,657731.1692,9232500686,655694,2188,212726,4.9407E+12,8.19,725488,120.01,2507224.398,1294.74,62.06,1.1729,24457,46860,1223865.77
9/6/18,7595.02,616137.9064,8660976237,651145,1837,206270,4.9407E+12,9.81,850983,120.94,2680320.953,1296.08,64.73,1.1786,35908,45323,1137267.745
10/6/18,7123.55,584066.4787,9281226404,634103,1788,207484,4.9407E+12,10.11,941532,121.39,3012356.998,1298.16,73.8,1.1797,30928,48259,1208447.39
11/6/18,6830.76,553227.951,11007250749,648973,1806,200234,4.9407E+12,9.91,752634,120.56,2370861.048,1312.72,69.01,1.177,25142,46310,1440426.655
12/6/18,6734.56,506281.7604,6678353872,492526,1787,171163,4.9407E+12,9.99,513345,119.16,2032855.052,1312.72,67.77,1.177,20530,38889,879306.9501
13/6/18,6466.02,814880.2123,10026478234,529728,1588,179682,4.9407E+12,11.4,595395,111.56,3584528.361,1314.73,67.77,1.1784,22054,40585,1407511.456
14/6/18,6514.92,694691.3316,11411975744,587881,1750,213056,4.9407E+12,10.22,642353,106.76,3104440.015,1298.94,62.21,1.1778,23809,45487,1670674.382
15/6/18,6561.4,691118.6524,9535482508,654022,1813,214450,4.9407E+12,10.02,877213,103.9,3206573.705,1298.74,51.49,1.1751,19973,46551,1415902.822
16/6/18,6500.1,781369.3666,12120843492,658357,1787,211686,4.9407E+12,9.99,750788,96.78,3724870.758,1297.37,66.64,1.1808,18622,51652,1874544.696
17/6/18,6533.3,788760.2635,12015742565,583318,1912,209876,4.9407E+12,9.39,580405,97.79,3760527.825,1298.43,66.89,1.157,15097,47079,1844342.304
18/6/18,6618.18,602827.1332,11339846064,629466,1912,205708,4.9407E+12,9.46,661960,98.62,2973889.596,1290.49,65.018,1.1605,12701,39786,1728266.233
19/6/18,6761.19,491403.2264,5304474823,442345,2075,158924,4.9407E+12,8.72,381833,96.62,2683968.04,1290.49,65.018,1.1605,11288,36471,816060.4949
20/6/18,6745.19,475107.5212,4359747129,436137,1962,144751,4.9407E+12,9.08,398623,97,2498257.814,1280.53,65.786,1.1597,16903,37164,667311.6387
21/6/18,6758.98,610318.849,6929001011,574922,2050,196141,4.9407E+12,8.87,509056,97.08,2914482.736,1278.18,65.786,1.1633,17193,46282,1046964.726
22/6/18,6393.81,600046.7208,9908542928,621857,1937,191650,5.0775E+12,9.3,758651,98.95,2880060.798,1277.17,64.968,1.1594,14829,45018,1465502.808
23/6/18,6137.3,576505.6285,7746745631,585078,1937,198734,5.0775E+12,9.22,938434,98.03,2666449.046,1274.49,65.812,1.1582,24720,41009,1148484.421
24/6/18,6096.92,522139.4329,6229789401,562602,2125,197943,5.0775E+12,8.49,491479,97.51,2682227.464,1266.94,65.54,1.1609,14834,38835,921705.5534
25/6/18,6217.05,794488.7396,11901306219,618791,1888,203993,5.0775E+12,9.56,629788,90.14,5088051.83,1268.79,68.58,1.1654,12597,41721,1861379.4
26/6/18,6182.76,559099.2782,8782046336,483230,2000,163135,5.0775E+12,9.02,438661,83.92,5233591.611,1268.79,68.58,1.1654,10869,36776,1430929.942
27/6/18,6118.59,749051.9725,5428469734,456995,2137,157851,5.0775E+12,8.28,387540,80.3,5602552.827,1270.76,68.08,1.1664,17123,36953,890362.6313
28/6/18,6025.02,884794.2738,8041718885,614032,1963,200016,5.0775E+12,9.33,791276,81.82,5602126.815,1263.67,68.08,1.1704,17001,42286,1293494.324
29/6/18,6053.46,530468.5726,5469676521,612977,1825,195258,5.0775E+12,9.84,931203,79.51,3250320.614,1259.07,70.53,1.1654,17085,43429,884665.8322
30/6/18,6324.49,538722.1409,6063778891,589279,1513,187980,5.0775E+12,11.91,926960,78.7,3483202.033,1255.34,72.76,1.1567,17169,40206,991041.8726
1/7/18,6379.91,575566.5648,5574631189,555077,1963,187467,5.0775E+12,9.02,561772,77.76,3387525.72,1250.23,73.45,1.1566,18577,41574,925246.9185
2/7/18,6496.03,655200.4995,6404674741,589876,1888,197730,5.0775E+12,9.67,589908,76.73,4031526.235,1250.87,74.15,1.169,14125,41392,1058018.842
3/7/18,6561.34,718454.8041,4700153099,567603,1762,180924,5.0775E+12,10.19,841934,80.63,3429865.013,1250.87,74.15,1.169,14229,35882,743167.1327
4/7/18,6592.7,750521.534,5474591184,483872,1837,156100,5.0775E+12,9.86,586946,80.43,4269575.83,1245.46,61.79,1.1684,14889,32183,858098.4973
5/7/18,6633.76,676864.1844,6454665007,638283,1763,199153,5.36368E+12,10.02,826984,82.62,3660990.172,1245.58,61.79,1.1645,15949,40449,993632.2657
6/7/18,6636.67,712096.8826,7018502737,659326,1450,216631,5.36368E+12,12.29,936231,86.12,3993276.73,1243.62,61.15,1.166,13432,43042,1069675.209
7/7/18,6742.22,633532.5314,5855109108,609579,1675,206654,5.36368E+12,10.99,780003,85.95,3283560.396,1248.48,61.15,1.1665,13193,40065,888120.0582
8/7/18,6816.39,753605.8272,6805518398,545559,1712,199463,5.36368E+12,10.52,637509,84.66,3615898.701,1247.87,70.73,1.1696,16503,38128,1025891.56
9/7/18,6769.96,650018.7498,6347640660,647794,2000,200833,5.36368E+12,8.94,555029,83.28,3039865.514,1256.01,65.95,1.1759,12334,38468,956449.6442
10/7/18,6539.41,587503.8287,4024363140,473901,1950,170004,5.36368E+12,9.35,435067,84.12,2840430.243,1256.01,65.95,1.1759,8168,32273,596889.9176
11/7/18,6375.23,496774.6928,5062554718,492262,1975,155527,5.36368E+12,9.06,480767,84.38,2840187.343,1246.23,69.17,1.1755,9076,31005,742703.2077
12/7/18,6289.78,549210.0278,7056078181,627020,1700,206410,5.36368E+12,10.51,909521,81.85,3217177.764,1258.51,67.75,1.1759,10704,37804,1042262.906
13/7/18,6243.97,619693.532,7637488973,666042,1862,215914,5.36368E+12,9.77,815460,78.28,4108508.125,1255.86,67.75,1.173,16183,39826,1167917.132
14/7/18,6258.51,571722.1032,5393757312,616214,1688,202468,5.36368E+12,10.67,838058,77.92,3656506.776,1248.97,61.67,1.1678,11559,39901,846049.0542
15/7/18,6323.08,599412.0799,5122713503,944272,1763,203394,5.36368E+12,9.97,868300,77.32,3458315.986,1244.94,52.61,1.1667,11139,39007,814450.3469
16/7/18,6549.38,609452.0095,5533339800,933538,1788,207761,5.36368E+12,10.25,868353,77.19,3316984.065,1242.56,71.01,1.1689,12850,37794,886189.3635
17/7/18,7033.02,467151.1296,4618976079,809623,1663,176342,5.36368E+12,10.9,893014,76.85,2573532.856,1242.56,71.01,1.1689,12085,30839,738031.2693
18/7/18,7375.39,519598.0389,4730038797,509930,1663,161018,5.36368E+12,10.74,635256,77.83,2961159.039,1238.03,68.06,1.1681,12285,32485,748059.2997
19/7/18,7408.74,721564.4742,7935139217,583692,1500,207722,5.36368E+12,11.99,742467,81.59,3773795.808,1240.79,68.06,1.1714,12738,41799,1211586.321
20/7/18,7434.86,847708.4109,7306166404,688584,1988,233807,5.36368E+12,9.1,720761,86.86,3935482.385,1234.54,67.896,1.1656,12198,45432,1038837.712
21/7/18,7368.02,827537.2795,8415980939,770835,2175,238595,5.17867E+12,8.29,890976,89.11,4213096.083,1226.49,68.356,1.1648,12885,42923,1141089.615
22/7/18,7439.52,689945.905,7130041402,636864,2137,224868,5.17867E+12,8.44,596325,87.05,3535737.898,1222.68,68.728,1.1659,12348,39629,962382.4567
23/7/18,7576.6,664016.5232,6777558873,651803,1925,225375,5.17867E+12,9.31,649343,84.63,3396526.055,1226.12,68.7,1.1733,12218,38529,911591.9968
24/7/18,8067.64,505781.7324,4708182563,505481,1713,184666,5.17867E+12,10.5,569547,83.26,2956437.569,1226.12,68.7,1.1733,11289,33267,639002.4135
25/7/18,8266.07,496733.6731,4330132577,458207,2275,166947,5.17867E+12,7.89,361627,83.73,2937023.671,1232.98,67.89,1.1733,10931,32189,582044.6181
26/7/18,8074.37,677412.0318,7445705970,711253,2075,229314,5.17867E+12,8.72,707777,83.51,3545335.984,1232.87,67.89,1.1697,13360,39877,982723.9091
27/7/18,8054.46,902084.1108,9541329276,718928,1987,259199,5.17867E+12,8.99,750731,85.8,5134883.357,1224.37,68.52,1.1688,12821,48202,1182666.712
28/7/18,8173.71,707155.8871,8211239059,776511,2212,250031,5.17867E+12,8.15,803530,87.57,3541817.883,1227.67,69.3,1.1741,14538,41673,993366.7461
29/7/18,8209.43,606745.7795,7204983429,639897,2063,231514,5.17867E+12,8.8,621509,85.38,3356512.157,1228.16,69.61,1.1647,12561,39978,892327.6279
30/7/18,8138.76,645093.5179,7810863544,717598,2087,229230,5.17867E+12,8.57,741261,83.86,4278535.845,1222.99,68.69,1.1654,13973,37373,969756.3268
31/7/18,7960.02,487997.5042,5372667269,564178,1812,188093,5.17867E+12,9.94,594521,83.9,3334982.026,1222.99,68.69,1.1654,12436,31763,657310.7278
1/8/18,7666.98,500301.4845,5406520996,484547,2125,168237,5.94944E+12,8.47,416650,84.18,3286956.522,1223.38,70.13,1.166,15010,32179,658574.4681
2/8/18,7609.39,682094.0782,7109243613,636120,1675,230790,5.94944E+12,10.71,727349,83.08,3779465.575,1224.14,70.13,1.1707,12769,37855,873504.5158
3/8/18,7471.83,664260.8938,6899159576,690053,1837,242830,5.94944E+12,9.82,765695,80.54,3965259.498,1221.22,68.76,1.1689,13419,38962,866726.4122
4/8/18,7238.27,625750.9476,6850490405,705913,1875,240894,5.94944E+12,9.6,822070,78.84,3824581.431,1222.51,61.73,1.1663,12804,39603,893505.7095
5/8/18,7035.76,553803.9186,6982707415,634184,1912,224720,5.94944E+12,9.46,640956,77,3707350.649,1213.27,61.15,1.1585,12127,37572,917643.5187
6/8/18,7017.96,619279.3466,7260541626,688873,2075,229693,5.94944E+12,8.6,656122,76.47,3900810.775,1211.66,60.12,1.1583,14465,39186,971722.0046
7/8/18,6901.56,589697.5382,6999015881,542819,2200,191481,5.94944E+12,8.07,456584,75.3,3489575.033,1211.66,60.12,1.1583,11066,33342,966945.9527
8/8/18,6506.43,522915.7902,7150981802,495719,2000,172021,5.94944E+12,9.2,467703,73.91,3593925.044,1213.43,69.06,1.1562,11327,30523,1016376.596
9/8/18,6437.15,559407.5771,8812996515,654516,1637,218476,5.94944E+12,11.03,822882,74.58,3555028.158,1209.64,65.74,1.1559,16035,35064,1255777.536
10/8/18,6367.98,678513.2637,7954915974,706511,1888,232894,5.94944E+12,9.52,819273,71.38,4194704.399,1205.04,65.74,1.1603,16708,34996,1152625.779
11/8/18,6261.57,778373.0863,8555310810,649793,1962,235154,5.94944E+12,9.18,640898,65.24,4800536.481,1216.48,66.94,1.161,12273,36169,1314900.923
12/8/18,6313.42,662877.205,7141381412,629986,1863,222177,5.94944E+12,9.68,647505,63.33,4264882.362,1213.55,66.94,1.1524,10302,34503,1109401.119
13/8/18,6350.42,711164.2939,6232298916,658540,2200,225972,5.94944E+12,8.21,644668,61.79,4204256.352,1211.82,74.29,1.1423,12897,34108,978693.2302
14/8/18,6186.59,646459.2746,4946958159,525917,2125,192268,6.38932E+12,8.38,496767,58.33,4456506.086,1211.82,60.67,1.1423,9699,29578,790050.7635
15/8/18,6334.96,897334.5667,3816797372,477955,1937,164889,6.38932E+12,9.3,474671,59.3,4660758.853,1211.73,60.67,1.1395,11541,28188,604553.0587
16/8/18,6344.72,643103.9207,5840139836,611815,1875,222079,6.38932E+12,9.68,735713,58.31,3825433.03,1200.76,67.2,1.1401,13664,31628,919646.2338
17/8/18,6457.25,856966.4387,7091949462,657023,1700,247486,6.38932E+12,10.56,803302,54.94,4558427.375,1193.78,67.04,1.1347,13691,36996,1146342.244
18/8/18,6494.57,772767.3103,6707013916,680561,2012,245905,6.38932E+12,8.81,616539,55.61,5083600.072,1182.32,65.01,1.1343,14295,35084,1058730.271
19/8/18,6457.04,682208.1983,5774739923,620660,1975,232177,6.38932E+12,9.27,599017,55.46,3818589.975,1177.6,65.344,1.1374,13302,33037,910164.6602
20/8/18,6410.97,773237.8334,5567375886,652818,1900,233642,6.38932E+12,9.49,648257,58.38,4511527.921,1180.89,65.63,1.1449,12333,32168,862189.9239
21/8/18,6397.24,613515.5984,4294279179,502019,2000,190775,6.38932E+12,8.83,467642,59.17,4107774.21,1180.89,65.63,1.1449,12274,27953,661210.7005
22/8/18,6497.46,512799.9827,3829180687,514313,1812,167255,6.38932E+12,10.12,485180,57.61,3549453.22,1188.88,65.824,1.1438,12762,26854,593024.1546
23/8/18,6456.02,571691.9593,5543322364,623598,1875,214833,6.38932E+12,9.53,628369,56.11,4352022.812,1187.56,65.824,1.1489,12594,33467,864662.0346
24/8/18,6622.52,527912.0371,6664836786,589708,1850,217629,6.38932E+12,9.65,599256,55.17,3398332.427,1192.86,66.142,1.1574,13082,33425,1041830.037
25/8/18,6743.43,718451.518,5961017925,638156,2000,230173,6.38932E+12,9.12,596203,56.34,4062708.555,1196.52,67.86,1.1588,13567,32026,917438.1874
26/8/18,6714.35,530695.382,5635357706,569277,1862,217203,6.38932E+12,9.68,582759,56.23,3647963.72,1189.76,67.83,1.1542,13000,33815,872884.1772
27/8/18,6792.45,618770.4982,4964882622,632142,1825,219702,6.72723E+12,9.63,630245,57.44,3389206.128,1195.88,68.72,1.1633,12695,29804,749696.8861
28/8/18,6994.82,491233.6897,4432408342,548608,1688,196285,6.72723E+12,10.88,596320,57.85,3242368.194,1195.88,68.72,1.1633,12273,26122,657292.8527
29/8/18,7055.75,490814.4496,3434937160,502611,2162,172574,6.72723E+12,8.35,451004,57.43,3596935.4,1206.18,68.87,1.1649,11746,23840,511581.4874
30/8/18,6982.34,591686.3576,6545140505,664869,2312,223471,6.72723E+12,7.78,564913,58.72,3884059.946,1210.06,68.87,1.1683,14017,28754,963590.5314
31/8/18,6997.22,666198.7013,13267329400,663743,1913,237886,6.72723E+12,9.38,706877,61.57,4007860.971,1213.44,68.53,1.1691,13410,33359,1896736.356
1/9/18,7129.6,587588.846,6357402424,669404,1738,237369,6.72723E+12,10.38,715081,62.23,3545508.597,1200.51,69.51,1.1709,13519,31756,901024.3311
2/9/18,7225.19,639219.8031,5923930001,621242,1925,231237,6.72723E+12,9.35,630931,60.76,3605892.034,1202.69,70.25,1.1664,14620,31447,848416.1472
3/9/18,7266.3,642490.8749,10783562043,651131,1937,236921,6.72723E+12,9.32,633803,60.98,4349819.613,1203.72,69.8,1.1621,12449,32099,1541120.908
4/9/18,7317.09,577318.5031,6260047474,564630,1888,213180,6.72723E+12,9.41,609337,64.17,4777715.443,1203.72,62.96,1.1621,11241,30166,878036.2817
5/9/18,7083.89,599228.5324,5986563294,495998,1800,187001,6.72723E+12,10.09,512226,65.72,4033840.536,1204.53,59.2,1.16,13102,29111,828568.286
6/9/18,6611.04,562564.1661,6708223191,613352,1800,222753,6.72723E+12,10.02,667559,65.43,3592144.276,1191.68,62.04,1.1615,13705,34835,923196.5637
7/9/18,6487.04,584062.79,6857294425,629625,1575,232139,6.72723E+12,11.19,751995,66.81,4613171.681,1195.98,63.42,1.1586,13342,35005,937161.4159
8/9/18,6354.48,818824.1206,6869233926,664157,1650,246345,6.72723E+12,11.14,758576,63.17,6478170.017,1196.7,71.14,1.1635,14156,35456,969697.9945
9/9/18,6292.93,835491.8439,8188882358,666558,1875,252111,6.72723E+12,9.6,695658,57.26,6134648.97,1200.08,71.14,1.162,14088,37078,1238667.798
10/9/18,6324.75,657415.4006,7007158613,689985,1900,230638,7.0192E+12,9.5,702911,56.79,4043423.138,1197.36,73.85,1.1572,12664,33033,1080178.111
11/9/18,6328.05,603520.6657,4574696184,546144,1875,204278,7.0192E+12,9.52,554538,54.89,4075132.082,1197.36,66.81,1.1572,11549,28446,719916.6862
12/9/18,6324.44,583494.493,4528977432,506835,2038,188749,7.0192E+12,8.89,489099,54.33,4662617.338,1192.83,66.81,1.1561,12560,30519,719692.9621
13/9/18,6440.3,587232.6969,5422257671,614057,1688,222731,7.0192E+12,10.45,713519,54.79,4585508.304,1195.13,74.96,1.1594,14374,33868,857307.8258
14/9/18,6520.1,608388.05,5811594431,651098,1763,237430,7.0192E+12,10.36,758177,53.21,5118943.808,1195.44,60.19,1.1596,10880,32809,918386.3008
15/9/18,6526.97,642622.9042,5497606769,599503,2100,233107,7.0192E+12,8.54,553195,51.03,5689927.494,1201.42,60.19,1.1627,10741,29716,869263.8034
16/9/18,6514.57,653837.5542,7218531824,608107,1850,234061,7.0192E+12,9.75,642640,53.31,5535059.088,1205.29,68.59,1.1693,11889,32269,1120837.822
17/9/18,6398.25,625177.528,4936538868,620772,1650,223118,7.0192E+12,10.83,772459,55.75,6030313.901,1199.33,68.99,1.1635,11699,31041,757126.2508
18/9/18,6325.52,492770.765,4691389605,558339,1750,210931,7.0192E+12,10.35,605590,56.91,4428395.713,1199.33,68.99,1.1635,11171,27319,718769.9047
19/9/18,6356.8,502524.3416,4459912064,470139,1737,179344,7.0192E+12,10.17,491998,56.5,4495185.841,1193.73,68.864,1.1635,12184,26995,684605.7474
20/9/18,6460.93,611226.5072,6909157266,631067,1688,240017,7.0192E+12,10.89,703193,54.79,4769574.74,1198.2,68.864,1.1673,18135,31037,1079851.095
21/9/18,6634.88,660829.4654,6476058362,638235,1775,244117,7.0192E+12,10.13,695645,53.12,5582680.723,1199.09,69.746,1.1679,15263,30885,1023798.575
22/9/18,6722.1,697102.3156,5936832200,631546,1950,250881,7.0192E+12,9.24,617431,53.88,5041610.987,1201.62,70.91,1.1671,13421,31000,933934.0863
23/9/18,6717.88,672985.1585,5824663312,628587,1925,253520,7.15263E+12,9.35,623138,55.45,4700288.548,1205.19,70.416,1.1779,12915,32268,901520.882
24/9/18,6648.66,984485.0246,7880927271,715507,1800,272907,7.15263E+12,9.94,772972,59,6755084.746,1202.42,70.78,1.1769,12747,34302,1187802.533
25/9/18,6508.9,670870.71,5016470659,562522,1937,225382,7.15263E+12,9.33,558263,60.18,4958856.763,1202.42,70.78,1.1769,11768,27695,746265.402
26/9/18,6482.9,624825.0936,3521674915,507621,1875,200169,7.15263E+12,9.57,501595,61.28,4975326.371,1199.63,72.08,1.1769,13893,29057,524224.1474
27/9/18,6587.27,628293.5208,5226930077,614679,1850,237522,7.15263E+12,9.7,615028,59.49,4981778.45,1197.33,72.08,1.1749,16198,32186,786162.9376
28/9/18,6676.56,726110.4027,8765971292,648244,2113,251944,7.15263E+12,8.58,582969,57.11,6156172.299,1200.23,72.28,1.1766,13497,33771,1346766.933
